opposed_project_id,opposed_project_name,opposed_state,opposed_lifecycle_outcome,opposed_decided,opposed_capacity_mw,opposed_county_margin_2024,control_rank,control_universe_id,control_name,control_source,control_state,control_capacity_mw,control_county_margin_2024,match_distance,match_basis,match_relaxation,match_scope
prj_150,Cayuga Data Campus,NY,pending,no,138.0,0.5062,2,prj_83,Piney Reach Data Center Development,proposals_unopposed,MD,,0.4071,1.5991,margin,national+caliper,national_fallback
prj_150,Cayuga Data Campus,NY,pending,no,138.0,0.5062,3,atl_00369,Unknown,atlas,WI,,0.5168,2.2106,margin,national+caliper,national_fallback
prj_151,Lysander Data Center,NY,pending,no,300.0,0.1728,1,prj_145,Albany Kenwood Data Center,proposals_unopposed,NY,,0.2584,0.0856,margin,state+tercile+caliper,in_state
prj_151,Lysander Data Center,NY,pending,no,300.0,0.1728,2,atl_00064,IBM Building,atlas,NY,,0.2584,0.7856,margin,state+tercile+caliper,in_state
prj_151,Lysander Data Center,NY,pending,no,300.0,0.1728,3,atl_00770,Turnkey Internet,atlas,NY,,0.2584,0.7856,margin,state+tercile+caliper,in_state
prj_152,Oneonta West End Data Center,NY,pending,no,,-0.0787,1,prj_149,Brookhaven National Laboratory Data Center,proposals_unopposed,NY,,-0.0997,0.0210,margin,state+tercile+caliper,in_state
prj_152,Oneonta West End Data Center,NY,pending,no,,-0.0787,2,atl_00379,Cable & Wireless Cable Landing Station,atlas,NY,,-0.0997,0.7210,margin,state+tercile+caliper,in_state
prj_152,Oneonta West End Data Center,NY,pending,no,,-0.0787,3,atl_00959,Unknown,atlas,NY,,-0.1182,0.7395,margin,state+tercile+caliper,in_state
prj_155,Tarboro Data Center Campus,NC,pending,no,300.0,0.2271,1,atl_00172,Segra Data Center,atlas,NC,,0.2555,0.7284,margin,state+tercile+caliper,in_state
prj_155,Tarboro Data Center Campus,NC,pending,no,300.0,0.2271,2,atl_00663,iGLASS Networks,atlas,NC,,0.2555,0.7284,margin,state+tercile+caliper,in_state
prj_155,Tarboro Data Center Campus,NC,pending,no,300.0,0.2271,3,atl_00724,BB&T Data Center,atlas,NC,,0.2555,0.7284,margin,state+tercile+caliper,in_state
prj_158,CLT10 Uptown Expansion,NC,advanced_confirmed,yes,,0.3289,1,atl_00172,Segra Data Center,atlas,NC,,0.2555,0.7734,margin,state+tercile+caliper,in_state
prj_158,CLT10 Uptown Expansion,NC,advanced_confirmed,yes,,0.3289,2,atl_00663,iGLASS Networks,atlas,NC,,0.2555,0.7734,margin,state+tercile+caliper,in_state
prj_158,CLT10 Uptown Expansion,NC,advanced_confirmed,yes,,0.3289,3,atl_00724,BB&T Data Center,atlas,NC,,0.2555,0.7734,margin,state+tercile+caliper,in_state
prj_159,Greensboro Dream Center,NC,advanced_confirmed,yes,10.0,0.2184,1,atl_00172,Segra Data Center,atlas,NC,,0.2555,0.7371,margin,state+tercile+caliper,in_state
prj_159,Greensboro Dream Center,NC,advanced_confirmed,yes,10.0,0.2184,2,atl_00663,iGLASS Networks,atlas,NC,,0.2555,0.7371,margin,state+tercile+caliper,in_state
prj_159,Greensboro Dream Center,NC,advanced_confirmed,yes,10.0,0.2184,3,atl_00724,BB&T Data Center,atlas,NC,,0.2555,0.7371,margin,state+tercile+caliper,in_state
prj_162,T5 Data Centers Kings Mountain,NC,advanced_confirmed,yes,,,1,prj_153,Rural Hall Data Center,proposals_unopposed,NC,,0.1317,1.0000,no_shared_covariates,state,in_state
prj_162,T5 Data Centers Kings Mountain,NC,advanced_confirmed,yes,,,2,prj_154,Person County Mega Park,proposals_unopposed,NC,,-0.2371,1.0000,no_shared_covariates,state,in_state
prj_162,T5 Data Centers Kings Mountain,NC,advanced_confirmed,yes,,,3,prj_160,Marble Data Center Campus,proposals_unopposed,NC,,-0.5745,1.0000,no_shared_covariates,state,in_state
prj_164,Lenoir Campus (Existing + Project Cardinal 2024),NC,advanced_confirmed,yes,,-0.5262,1,prj_163,Forest City Data Center Campus,proposals_unopposed,NC,,-0.4781,0.0481,margin,state+tercile+caliper,in_state
prj_164,Lenoir Campus (Existing + Project Cardinal 2024),NC,advanced_confirmed,yes,,-0.5262,2,prj_160,Marble Data Center Campus,proposals_unopposed,NC,,-0.5745,0.0483,margin,state+tercile+caliper,in_state
prj_164,Lenoir Campus (Existing + Project Cardinal 2024),NC,advanced_confirmed,yes,,-0.5262,3,atl_00407,Meta Forest City datacenter,atlas,NC,,-0.4781,0.7481,margin,state+tercile+caliper,in_state
prj_165,Natelli Investments New Hill Digital Campus,NC,blocked_confirmed,yes,250.0,,1,prj_153,Rural Hall Data Center,proposals_unopposed,NC,,0.1317,1.0000,no_shared_covariates,state,in_state
prj_165,Natelli Investments New Hill Digital Campus,NC,blocked_confirmed,yes,250.0,,2,prj_154,Person County Mega Park,proposals_unopposed,NC,,-0.2371,1.0000,no_shared_covariates,state,in_state
prj_165,Natelli Investments New Hill Digital Campus,NC,blocked_confirmed,yes,250.0,,3,prj_160,Marble Data Center Campus,proposals_unopposed,NC,,-0.5745,1.0000,no_shared_covariates,state,in_state
prj_166,Kingsboro Data Center,NC,pending,no,300.0,0.2271,1,atl_00172,Segra Data Center,atlas,NC,,0.2555,0.7284,margin,state+tercile+caliper,in_state
prj_166,Kingsboro Data Center,NC,pending,no,300.0,0.2271,2,atl_00663,iGLASS Networks,atlas,NC,,0.2555,0.7284,margin,state+tercile+caliper,in_state
prj_166,Kingsboro Data Center,NC,pending,no,300.0,0.2271,3,atl_00724,BB&T Data Center,atlas,NC,,0.2555,0.7284,margin,state+tercile+caliper,in_state
prj_167,Fayetteville Data Center Campus,NC,pending,no,,0.1341,1,prj_153,Rural Hall Data Center,proposals_unopposed,NC,,0.1317,0.0024,margin,state+tercile+caliper,in_state
prj_167,Fayetteville Data Center Campus,NC,pending,no,,0.1341,2,prj_78,Yankee Nuclear Power Plant Data Center,proposals_unopposed,ME,,0.1125,1.5216,margin,national+caliper,national_fallback
prj_167,Fayetteville Data Center Campus,NC,pending,no,,0.1341,3,prj_144,Riverview Innovative and Technology Campus Data Center,proposals_unopposed,NY,,0.0968,1.5373,margin,national+caliper,national_fallback
prj_168,Lenoir Data Center Expansion,NC,advanced_confirmed,yes,,-0.5262,1,prj_163,Forest City Data Center Campus,proposals_unopposed,NC,,-0.4781,0.0481,margin,state+tercile+caliper,in_state
prj_168,Lenoir Data Center Expansion,NC,advanced_confirmed,yes,,-0.5262,2,prj_160,Marble Data Center Campus,proposals_unopposed,NC,,-0.5745,0.0483,margin,state+tercile+caliper,in_state
prj_168,Lenoir Data Center Expansion,NC,advanced_confirmed,yes,,-0.5262,3,atl_00407,Meta Forest City datacenter,atlas,NC,,-0.4781,0.7481,margin,state+tercile+caliper,in_state
prj_169,Rowan County Data Center,NC,advanced_confirmed,yes,,-0.3591,1,atl_00003,Apple - Maiden Data Center,atlas,NC,,-0.3799,0.7208,margin,state+tercile+caliper,in_state
prj_169,Rowan County Data Center,NC,advanced_confirmed,yes,,-0.3591,2,atl_00079,Unknown,atlas,NC,,-0.3799,0.7208,margin,state+tercile+caliper,in_state
prj_169,Rowan County Data Center,NC,advanced_confirmed,yes,,-0.3591,3,atl_00570,Unknown,atlas,NC,,-0.3799,0.7208,margin,state+tercile+caliper,in_state
prj_170,Project Delta,NC,advanced_confirmed,yes,,-0.5960,1,prj_160,Marble Data Center Campus,proposals_unopposed,NC,,-0.5745,0.0215,margin,state+tercile+caliper,in_state
prj_170,Project Delta,NC,advanced_confirmed,yes,,-0.5960,2,prj_206,Hannibal Data Center Campus,proposals_unopposed,OH,300.0,-0.5976,1.5016,margin,national+caliper,national_fallback
prj_170,Project Delta,NC,advanced_confirmed,yes,,-0.5960,3,prj_207,Bitdeer Clarington Data Center,proposals_unopposed,OH,,-0.5976,1.5016,margin,national+caliper,national_fallback
prj_171,AWS Richmond County Campus,NC,advanced_confirmed,yes,,-0.2088,1,prj_154,Person County Mega Park,proposals_unopposed,NC,,-0.2371,0.0283,margin,state+tercile+caliper,in_state
prj_171,AWS Richmond County Campus,NC,advanced_confirmed,yes,,-0.2088,2,atl_00806,Unknown,atlas,NC,,-0.2528,0.7440,margin,state+tercile+caliper,in_state
prj_171,AWS Richmond County Campus,NC,advanced_confirmed,yes,,-0.2088,3,prj_38,Pittsboro Middle Township Data Center,proposals_unopposed,IN,,-0.2150,1.5062,margin,national+caliper,national_fallback
prj_172,Statesville Data Center Campus,NC,advanced_confirmed,yes,,-0.3262,1,prj_154,Person County Mega Park,proposals_unopposed,NC,,-0.2371,0.0891,margin,state+tercile+caliper,in_state
prj_172,Statesville Data Center Campus,NC,advanced_confirmed,yes,,-0.3262,2,atl_00003,Apple - Maiden Data Center,atlas,NC,,-0.3799,0.7537,margin,state+tercile+caliper,in_state
prj_172,Statesville Data Center Campus,NC,advanced_confirmed,yes,,-0.3262,3,atl_00079,Unknown,atlas,NC,,-0.3799,0.7537,margin,state+tercile+caliper,in_state
prj_173,Charlotte University City Data Center,NC,advanced_confirmed,yes,,0.3289,1,atl_00172,Segra Data Center,atlas,NC,,0.2555,0.7734,margin,state+tercile+caliper,in_state
prj_173,Charlotte University City Data Center,NC,advanced_confirmed,yes,,0.3289,2,atl_00663,iGLASS Networks,atlas,NC,,0.2555,0.7734,margin,state+tercile+caliper,in_state
prj_173,Charlotte University City Data Center,NC,advanced_confirmed,yes,,0.3289,3,atl_00724,BB&T Data Center,atlas,NC,,0.2555,0.7734,margin,state+tercile+caliper,in_state
prj_179,Tract Mooresville Technology Park,NC,blocked_confirmed,yes,,-0.3262,1,prj_154,Person County Mega Park,proposals_unopposed,NC,,-0.2371,0.0891,margin,state+tercile+caliper,in_state
prj_179,Tract Mooresville Technology Park,NC,blocked_confirmed,yes,,-0.3262,2,atl_00003,Apple - Maiden Data Center,atlas,NC,,-0.3799,0.7537,margin,state+tercile+caliper,in_state
prj_179,Tract Mooresville Technology Park,NC,blocked_confirmed,yes,,-0.3262,3,atl_00079,Unknown,atlas,NC,,-0.3799,0.7537,margin,state+tercile+caliper,in_state
prj_180,Project Accelerate,NC,blocked_confirmed,yes,,0.3289,1,atl_00172,Segra Data Center,atlas,NC,,0.2555,0.7734,margin,state+tercile+caliper,in_state
prj_180,Project Accelerate,NC,blocked_confirmed,yes,,0.3289,2,atl_00663,iGLASS Networks,atlas,NC,,0.2555,0.7734,margin,state+tercile+caliper,in_state
prj_180,Project Accelerate,NC,blocked_confirmed,yes,,0.3289,3,atl_00724,BB&T Data Center,atlas,NC,,0.2555,0.7734,margin,state+tercile+caliper,in_state
prj_182,Polaris Forge 1,ND,advanced_confirmed,yes,400.0,-0.5224,1,prj_188,Aurum Capital Ventures Bismarck,proposals_unopposed,ND,,-0.4323,0.0901,margin,state+tercile+caliper,in_state
prj_182,Polaris Forge 1,ND,advanced_confirmed,yes,400.0,-0.5224,2,prj_301,Storage Data Center Project,proposals_unopposed,PA,,-0.5175,1.5049,margin,national+caliper,national_fallback
prj_182,Polaris Forge 1,ND,advanced_confirmed,yes,400.0,-0.5224,3,prj_306,Iron City No. 1 Power Generator and Compute Center,proposals_unopposed,PA,,-0.5153,1.5071,margin,national+caliper,national_fallback
